product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"(2) Vintage Herman Miller Eames Fiberglass Shell Chairs","MR6766","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames

Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.

Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","23.5"" Width x 21"" Depth x 32"" HeightSeat Height 17.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good VintageAge Appropriate Wear"
"Mid Century Modern Sofa Couch Manner of Tobia Scarpa SOLD","MR6211","","null","","null","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Orange Sofa in the manner of Tobia Scarpa","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 89"" x Depth 30"" x Height 29"" 
Seat Height 17.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good"
"(2) Mid Century Modern Mart Stam Leather Arm Chairs","MR6405","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Mart Stam","http://www.metroretrofurniture.com/images/pictures/descript.jpg","MART STAM DELTA CHAIR WITH ARMS","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 21.5"" x Depth 17.5"" x Height 31"" 
Seat Height 18""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good- Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Vintage Mid Century Modern Adjustable Foot Rest","MR6475","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","LE GREST & CO.London","http://www.metroretrofurniture.com/images/pictures/descript.jpg","The Comfie (trade mark) Leg Rest Luxurious and classic taupe green suede cloth Wood base with tapered laminate legsComfortable and adjustable designed to ease the strain of modern lifeColor, style, and size ideal for any residential space","http://www.metroretrofurniture.com/images/pictures/dims.jpg","20"" Width x 12"" Depth x 12"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL
QUOTED FOR U.S. ONLY"
"Vintage 44"" Architectural Drafting Flat File Cabinet  On Casters  -  Blue Print Files Restored","MR6540","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Mayline Co. Inc","http://www.metroretrofurniture.com/images/pictures/descript.jpg","44"" Architectural Drafting Blue Print Flat File Cabinet","http://www.metroretrofurniture.com/images/pictures/dims.jpg","47""W x 35""D x 39""H  -  Can ship in pieces. Sizes can be different depends on inventory assembly. Can be customized.","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent Restored","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options    Get a shipping quoteTSC Moving offers blanket wrap delivery inside your home at affordable prices. Enter your zip code and our item information will be pre-filled for you.     Zip Code:
 Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"(2) Mid Century Modern Tubular Armless Office Side Chairs","MR6765","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Tubular Armless Office Side Chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","21"" Width x 23"" Depth x 35"" Lower Height to 38 Higher","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL or BAX Global to your doorPrice is quoted by Destination, Quantity, Dimensions and Weight of your Purchase
QUOTED FOR U.S. ONLY","","null"
"Vintage Executive Recliner Lounge Arm Chair","MR6946","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Adjustable Executive Lounge Arm Chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","27"" Width x 29"" Depth x 46"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you for $150.
QUOTED FOR U.S. ONLY","","null"
"Mid Century Modern Helikon Conference Table Desk","MR6424","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","HELIKON","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Mid Century Modern Helikon Oak Desk Table Chrome Base 

>Oak Top 
>Base: Steel tube, chromed, mirror polished. 
>This table is very versatile; it would make a great work table, or could be used as a dining table. 
>This table has an uncluttered profile, which makes it well suited for both traditional and contemporary decors.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 60.25"" x Depth 30"" x Height 29""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good- Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you.
QUOTED FOR U.S. ONLY"
"sold Danish Snake Jens Juul Eilersen Sofa Couch Sectional","MR6497","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Eilersen 
click here for histoy about the company","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Jens Juul Eilersen","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Danish Style Snake Model Sectional Sofa Couch 
designed by Jens Juul Eilersen 

1950s Design 
The back is free-standing and can be placed precisely where people think it should be so it gives the best comfort. 
Strength and control in any position. 

Control is particularly about the loose back snake not shifting when you lean back. 

The secret behind the stability of the back is simple math, which ensures that the triangle’s central force lies in one line that is not too reclining. It is a question of finding the angle where the back does not tip over,” elaborates Jens Juul Eilesen. 

This sectional has the flexibility to be arrange in different ways. 

The best picture that reveals the true colors is the close up of the fabric.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","(2) Longer Rectangular Section: 
Width 80"" x Depth 44"" x Height 28"" 
Seat Height 15"" 

(1) Small Square Section: 
Width 44"" x Depth 44"" x Height 28"" 
Seat Height 15""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good- Vintage"
"Mid Century Modern Desk Chrome Legs","MR6397","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Mid Century Modern Desk Chrome Legs 

Features: 
Chrome legs and frame 
Laminate Top 
(4) regular size drawers 
(1) file drawer 

This desk will make a great addition to any modern home or office","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 72"" x Depth 36"" x Height 29.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you.
QUOTED FOR U.S. ONLY","","null"
"sold Knoll Pollock Executive 1258 Side Arm Chair","MR6138","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles Pollock 

Charles Pollock worked in George Nelson’s office after receiving a bachelor’s degree in industrial design from Pratt Institute. In addition to his work for Knoll, he has designed chairs for Thonet and Castelli. He is also a recipient of many awards including Pratt Institute`s 1991 Excellence by Design Award.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Knoll Pollock Executive 1258 Side Arm Chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","26.25"" Width x 27"" Depth x 31"" Height 
Seat Height> 17""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage"
"","MR6695","","null","","null","","null","","null","","null"
"SOLD 5 Ft GTCO Super L II Series Digitalizer & Calcomp Estimat","MR6802","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","GTCO Corporation","http://www.metroretrofurniture.com/images/pictures/descript.jpg","GTCO Super L II Series Digitizer & Calcomp Estimat On A Dakota Pedestal","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Super L Series Digitizer","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you for $350.
QUOTED FOR U.S. ONLY"
"Vintage Herman Miller Eames 29.5"" Square Low Table","MR6314","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles & Ray Eames
Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.
Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Original Herman Miller Side Work Table Desk","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 29.5"" x Depth 29.5"" x Height 25""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good"
"Sold Vintage Suekichi Uchida Folding Canvas Chair","MR6534","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Suekichi Uchida","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Japanese folding chair, possibly designed by Suekichi Uchida, 1970s, original red canvas sling seats on tubular chrome bases with wood supports, ""Japan"" stencil on chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","24"" x 26.35"" x 31.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage. Age Appropriate Wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL 
QUOTED FOR U.S. ONLY"
"(1) Vintage Knoll Saarinen Executive Conference Chair","MR6763","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Eero Saarinen

Saarinen began his career as a student at Yale University and after travels and studies in Europe returned to the U.S. and taught for a brief period at Cranbrook. Cranbrook was founded by publisher George C. Booth and Eliel Saarinen in 1927 and Saarinen became Director in 1932. Two of its graduates were Charles Eames and Florence Schust Knoll. Saarinen and Eames collaborated on various projects, culminating in a range of furniture that won first prize at an exhibition held at the Museum of Modern Art in New York in 1940 entitled, ""Organic Design in Home Furnishings."" After 1946, however Eames went to work for Herman Miller; Saarinen became associated with Knoll Associates. A number of Saarinen`s chairs for Knoll were to become landmarks in the history of 20th century design","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Executive Conference Chair Designed For Knoll By Eero Saarinen","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Minimum height> 25 1/4"" Width x 24 1/4"" Depth x 31"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage Condition"
"sold Vintage Hollywood Regency Iron Wine Rack","MR6991","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Bottle Wine Rack 

Hollywood Regency Style 

Iron Constructed 

42 Bottles Fit on This Wine Rack","http://www.metroretrofurniture.com/images/pictures/dims.jpg","14"" Width x 13.5"" Depth x 66"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good- Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL or BAX Global to your doorPrice is quoted by Destination, Quantity, Dimensions and Weight of your Purchase
QUOTED FOR U.S. ONLY","","null"
"Herman Miller George Nelson Desk Small Single Drawer","MR6340","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","George Nelson
George Nelson (1908-1986) was an important modernist whose work cut across the fields of interior, industrial and exhibition design. Nelson studied architecture at Yale University in the 1920s, and in the next two decades earned a strong reputation as a writer on design for Architectural Forum, Interiors and Fortune.
In 1945 Nelson began a long association with the Herman Miller Furniture Company of Zeeland, Michigan, where as head designer he developed an innovative line of furniture and commissioned new designs from others. His first commission was Isamu Noguchi`s biomorphic glass-topped coffee table, which began production in 1947, the first of many designs that the sculptor would create for Herman Miller in the late Forties. Nelson also was responsible for bringing the designs of Charles Eames to Herman Miller, and he collaborated with R. Buckminster Fuller on a number of projects. 
Among Nelson`s own creations are classic works of Fifties design, including the bubble lamp, ball clock, marshmallow sofa and the pole-supported wall-storage system. Nelson also designed numerous exhibitions, including the 1959 American National Exhibition in Moscow, and the Chrysler Corporation display at the 1964 New York World`s Fair.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Original Herman Miller Small Single Drawer 

George Nelson Design 
Plastic Construction 
Single Small Size Drawer","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 18"" x Depth 14.5"" x Height 5.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage"
"Knoll International Sergio Asti Airone Floor Lamp","MR6696","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Sergio Asti 
Sergio Asti was an architect, interior decorator, and industrial designer. He designed furniture, lighting, glass, ceramics, and electrical appliances for Artemide, Arteluce, Brionvega, Candle, Kartell, Knoll International, Martinelli Luce, Poltronova, Salviati, and Venini, etc.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Knoll International Sergio Asti Airone Floor Lamp From the collection of Knoll designer Bill Stephens
Italy
Year: 1971 
This is the first-ever floor lamp version of the model (which appears in Repertorio as a table lamp) to appear on the market. 
Metal shade, chromed tubular steel shaft with weighted base and adjustable head. __________________________________________________________________ Bill Stephens Estate  This Item Along With Other Bill Stephens Items Were Recently Acquired From Bill Stephens` Estate Located in Souderton Pennsylvania Bill Stephens A Former Designer For Knoll International and Domore Started As A Prototype Builder For Knoll and Later Became a Designer Stephens Graduated From The Philadelphia Museum School of Art 
Bill Stephens Accomplishments 
Industrial Design, Philadelphia College of Art, Pennsylvania, 1955 Knoll International, Design Development Group. Research and tooling of the Pettit laminated wood chair followed by design and development of the Stephens chairs, also wood.1967 headed four-man team with Don Albinson and Andreas Christen to research and develop Knoll`s office landscape systems.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60"" High","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good-Vintage"
"sold Custom Burl Maple Console Table Mid Century Modern","MR6831","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Mid Century Modern Console Table 
5 Layer Step DesignCarved Ripple Effect All Around The Entire TableBurl Top with a 2.5"" Border","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 16"" x Depth 52"" x Height 27""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good- Age Appropriate Wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you for $200.
QUOTED FOR U.S. ONLY","","null"
"Vintage Original Knoll Bertoia Diamond Full Seat Cushion","MR6277","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Harry Bertoia
Italian artist and furniture designer, Harry Bertoia`s career began in the 1930s as a student at the Cranbrook Academy of Art where he re-established the metal-working studio and, taught as head of the department, from 1939 until 1943 until it was closed due to wartime restrictions on materials. During the war, Bertoia worked with Charles and Ray Eames at the Evans Products Company in California, developing new techniques for molding plywood. 
Bertoia designed the patented Diamond chair for Knoll in 1952. As a furniture designer, Bertoia is best known for the Diamond chair and the Bird chair, a high-backed model developed from the Diamond chair that looks like a bird with spread wings. Its organic, human-friendly form helped to create a new look for modernism. All of his work bears the hallmarks of a highly skilled and imaginative sculptor, as well as an inventive designer, deeply engaged with the relationship between form and space. 
Harry Bertoia received awards from the American Institute of Architects in 1973 and the American Academy of Letters in 1975.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Original Bertoia Full Diamond Chair Cushion 

Original Knoll seat cushion.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Fits regular Diamond chair Width 33.5"" X Depth 28.25""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage"
"Mid Century Modern Fontana Chandelier Light Pendant","MR6094","","null","","null","","null","","null","","null"
"Heywood Wakefield Dining Table (6) Side Chairs Set","MR6960","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Heywood-Wakefield","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Heywood Wakefield M197G Dining Table 

M197G DINING TABLE FEATURES: 
1948- 1955 Most popular table with butterfly supports for drop leaves. 
Heywood- Wakefield`s top-of- the -line table and their longest table when fully opened. 
It has three boomerang legs and wing-supported drop leaves make it an unparalleled example of 1950s design. This table can be used against the wall with one leaf dropped. 
The raised leaves reveal an extremely animated design The ultimate in flexibility-a table for every occasion. With two leaves inserted; comfortable seating for ten people. 
The support for the center pedestal spans the telescopic track that enables the large expansion. 
The pedestal automatically finds the center when the table is fully open. 

(6) C-155 Chairs Set (photographed) Also Available","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Leaves down > 40"" Depth x 26"" Width/Length 
Leaves up> 40"" Depth x 58"" Width/Length 
Leaves up with additional leaves in> 40"" Depth x 94"" Width/Length 
(2) Additional leaves 18"" Width/Length (each) 
Height is 29""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good- Vintage 
Table has been Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","$200 Forward Air to the terminal location nearest youCustomer is responsible for pick up from terminalQUOTED FOR U.S. ONLY  International Shipping  When Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"36"" Zographos Glass & Bronze Base Low Table","MR6018","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Zographos Designs Ltd.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Nicos Zographos

The world`s most singular, severely elegant collection of contemporary furniture has been created by Nicos Zographos. He has produced more than 300 kinds of products for thousands of spaces in America and Europe. Zographos is the last adherent to the strict aesthetic principles first defined by the European Bauhaus school, and he is very likely one of the last designers to manage his own manufacturing company. Within a business bounded by commercial constraints, his enduring values have significantly influenced both the style and the standards of the modern furniture industry. This piece carries the rounded corners, a recognizable Zographos element.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","""Series 35"" Low Table 
TA35-Round 

1960s Design 

Custom Size","http://www.metroretrofurniture.com/images/pictures/dims.jpg","36"" Diameter x 16"" High","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition"
