product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"Pair (2) Vintage Homecraft Wire Metal Lounge Chairs","MR5181","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Homecraft","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair (2) Homecraft Wire Rockers

1960s 

Light beige padded vinyl cushion & armrests 
Features a heavy duty spring underneath the seat & sharp angled legs 
Black powder coated metal base & frame 

Original Cushion 

Similar to wire chairs designed by Charles & Ray Eames for Herman Miller.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","27""W x 26""D x 32""H","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage Condition
Vinyl is dirty & has a few tears along edges
 Minor spots of rusting & flaking may be visible on metal","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL for $45 per chair
QUOTED FOR U.S. ONLY"
"Modern Oak Knee Hole Credenza Double Pedestal Desk","MR5876","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Oak Desk/Knee-Hole Credenza 

Double pedestal 
(4) large lateral file drawers 
Top features (2) grommet holes for electrical cords 
Center has a pull out metal swivel keyboard tray","http://www.metroretrofurniture.com/images/pictures/dims.jpg","84"" Long x 24"" Wide x 29.25"" High","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition-Excellent upon arrival","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you.
QUOTED FOR U.S. ONLY","","null"
"SOLD Pair (2) Herman Miller Eames Softpad Chairs New Leather","MR5705","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames

Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.

Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair (2) Soft Pad Management Chair 

1969 Design 

Similar in Design to the Aluminum Group Series of Chairs 

The Soft Pad Group Offers the Same Aesthetic with the Addition of Plush Individually Upholstered Cushions to the Seat & Back 

Low-back 
2""-Thick Upholstered Foam Cushions 
Upholstered in New Merlot Leather 

Lightweight aluminum frame! 

4-Star Base on Casters, Tilt-Swivel Mechanism & Seat Height Adjustment","http://www.metroretrofurniture.com/images/pictures/dims.jpg","23"" Width x 16.5"" Depth x 31-33.75"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition 
New Leather"
"SOLD Vintage Italian Kartell Stoppino Side Table","MR5806","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Kartell","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Giotto Stoppino","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Italian Kartell Stoppino","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" Diameter x 12.75"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition"
"Sold","MR5092","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Stendig","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Robert Hausmann","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(3) Piece Set Sofa & Club Chairs 
These pieces are part of the Baron Collection were the beginning of a movement toward ""anti-hard edged"" mid-century furniture 

~Features~ 
Foam over a hardwood frame 
Cream colored upholstery 

PRICE IS FOR THE SET OF (3) PIECES","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Couch> 88"" Length/ Width x 34"" Depth x 26"" Height 
Chairs> 38"" Width x 34"" Depth x 26"" Height 
Seat Height 16""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage"
"(2) Danish Vintage Orange Side Chairs","MR5816","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(2) Danish Vintage Orange Side Chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","29"" Width x 29"" Depth x 34"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via BAX Global for $65 per chair
QUOTED FOR U.S. ONLY","","null"
"2-1/2ft Henredon Oriental Chinese Cabinet","MR5952","http://www.metroretrofurniture.com/images/pictures/descript.jpg","From the Henredon Heritage Collection","http://www.metroretrofurniture.com/images/pictures/dims.jpg","31.5"" Length x 19.75"" Width x 18.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Large Items (or multiples)BLANKET WRAP DELIVERY SERVICEPlease contact us for a licensed Blanket Wrap Shipping delivery service with in house deliveries.States that are serviced are, New York, New Jersey, Connecticut, Massachusetts, Pennsylvania, Maryland, Washington DC, Virginia, Tennessee, Arkansas, Texas, and Louisiana.Prices are listed per Item determined by weight and dimensions prices subject to change.Bookcases $325-$475Club/Lounge Chairs $125-$175Coffee Tables $125-$175Desks/Credenzas $325-$475Dining Size Chairs $65Dining Tables $375-$475Loveseats/Settees $225-$275Sofas $235-$425Multiple Items are discounted to same locationAdditional charges may occur such as Stairs, Glass or Marble items etc. The buyer is responsible for making arrangements directly with the carrier.The carrier determines shipping cost and delivery time.BLANKET WRAP PAYMENTS GO DIRECTLY TO SHIPPING COMPANYOrFORWARD AIR to the terminal nearest you $200(Crated, shipped and insured) Customer is responsible for pick up from terminalDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteFORWARD AIR PAYMENTS GO DIRECTLY TO METRO RETROOrShipping via DB Schenker to your door Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYInternational ShippingWhen requesting international shipping rates, please allow Us 3 to 5 Days to Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Charles McMurray Columbia Pull-up Side Chairs","MR5323","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Charles McMurray Designs","","null","http://www.metroretrofurniture.com/images/pictures/descript.jpg","McMurray Columbia Pull-up ChairEnron Corporation was an American energy company based in Houston, Texas. Before its bankruptcy in late 2001, Enron employed around 21,000 people (McLean & Elkind, 2003) and was one of the world`s leading electricity, natural gas, pulp and paper, and communications companies, with claimed revenues of $111 billion in 2000. Fortune named Enron ""America`s Most Innovative Company"" for six consecutive years. It achieved infamy at the end of 2001, when it was revealed that its reported financial condition was sustained mostly by institutionalized, systematic, and creatively planned accounting fraud.The planning and execution of this fraud, and the subsequent ruin of many of Enron`s employees, took place in the Enron executive offices on 1400 Smith Street, Houston Texas.  In this building, high on the 50th floor, prominant senior executives met, planned and worked, amidst pieces of designer furntiture. Metro Retro has acquired these pieces. These McMurray chairs are part of the collection taken out of prominant senior executive`s offices. Cane back and arms with tight or knife edge seat.Craved Cherry frameFine upholstered fabric/ architectural grade veneer and lumber PRICE IS PER CHAIR","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 23.75""x Depth24.5""x Height32""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent"
"5ft George Nelson Style Vintage Slatted Wood Bench~Natural Wood~Sturdy~","MR5827","http://www.metroretrofurniture.com/images/pictures/designer.jpg","In The Manner of","http://www.metroretrofurniture.com/images/pictures/descript.jpg","5ft George Nelson Vintage Slatted","http://www.metroretrofurniture.com/images/pictures/dims.jpg","65.5"" Length x 28"" Width x 15.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent>Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Crate shipping via Forward Air to the terminal nearest you OrBlanket Wrap ShippingPrice is quoted by Destination, Quantity, Dimensions and Weight of your Purchase
QUOTED FOR U.S. ONLY"
"5 Piece Brayton Munzebrock Modular Sectional","MR5635","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Brayton International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Bernd Munzebrock","http://www.metroretrofurniture.com/images/pictures/descript.jpg","5 Piece Brayton Munzebrock","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Two End Pieces> 29.5"" Width","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage"
"(4) Beech Wood Dining Chairs","MR5715","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","English Ercol","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(4) Ercol Wood Dining Chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","15.5"" Width x 15.5"" Depth x 31"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent> Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL for $40 per chair
QUOTED FOR U.S. ONLY"
"SOLD 6` Herman Miller Eames Oak Dining Conference Table","MR5584","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames

Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.

Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Six Foot Eames Table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Length72x Depth42x Height28.5","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent"
"Vintage Scandinavian Brown Leather Wood Lounge Chair","MR5811","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","28"" Width x 30"" Depth x 32"" HeightSeat Height> 18.25""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Recommended shipping via Forward Air to the terminal nearest you for $150(Crated, shipped and insured) Customer is responsible for pick up from terminalDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping Quote Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYInternational Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Vintage Italian Art Glass Bronze Chrome Sconce","MR5598","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Italian Art Glass Bronze Chrome Sconce Vintage Italian sconce exemplifies an elegant and sophisticated look with the clear crystal shades that offsets beautifully by the satin bronze and chrome finish","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" Length x 4"" Depth x 9.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Modern Brass Torchiere Floor Lamp","MR5376","","null","","null","","null","","null","","null"
"SOLD Vintage Saarinen Style Tulip Side Chair","MR5801","http://www.metroretrofurniture.com/images/pictures/designer.jpg","In The Style of","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Saarinen Style Tulip Side Chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18.25"" Width x 21"" Depth x 32.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via BAX Global  for $60 per chair
 QUOTED FOR U.S. ONLY"
"","MR5052","","null","","null","","null","","null","","null"
"sold 5ft Enron Knoll Reff Book Case","MR5682","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll InternationalReffThis furniture is produced by a highly reputed United States firm, Knoll International of East Greenville, Pennsylvania, in its Reff manufacturing plant in Toronto, Canada. Knoll International acquired Reff in 1990. Reff was originally a Canadian manufacturing firm founded by Robert, Erick and Frank Zoebelein and their cousin, Fred Drechsel in 1964. The name Reff derives from the first letter of the founders` first names. The name was retained by Knoll as the name of its high quality wood product line. Reff furniture is also used in the Embassy of Canada in Washington, D.C.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","5` Enron Knoll Reff Book CaseSolid Wood Double Book Case These Book Cases Came From The 49th and 50th Floors of 1400 Smith Street, Enron’s Corporate Headquarters, where the offices of the Corporate Executives include the CEO, COO and CFO. This Ad is for 1 Book Case7 Book Cases are Available","http://www.metroretrofurniture.com/images/pictures/dims.jpg","64"" Length x 16"" Width x 22.25"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent> Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you for $200
QUOTED FOR U.S. ONLY"
"Stiffel Floor Lamp Silver Finish Eames Era","MR5403","","null","","null","","null","","null","","null"
"Mary Merkel-Hess Handmade Art Basket","MR5695","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Mary Merkel-Hess","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Handmade Sculptural","http://www.metroretrofurniture.com/images/pictures/dims.jpg","15"" Length x 15"" Width x 4"" Depth","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL for $30
QUOTED FOR U.S. ONLY"
