product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"sold (2) Vintage Scandinavian Danish Wood Arm Chairs","MR7550","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(2) Vintage Scandinavian Danish Wood Arm Chairs 

Wood frame 
Black vinyl upholstery 
This ad is for (2) lounge chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","22.5"" Width x 26"" Depth x 28"" Height 
Seat Height 17""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Upholstery >Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Shipping Terms Small ItemsRecommended shipping via DHL (130 girth) or BAX Global to your doorDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteWhen buying from ebay please do not use automatic calculated shipping Large Items (or multiples)Recommended shipping via BAX Global to your doorDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteWhen buying from ebay please do not use automatic calculated shipping Alternate Shipping Large Items (or multiples)Recommended Shipping via Blanket Wrap ShippingThe buyer is responsible for making arrangements directly with the carrier. The carrier determines shipping cost and time.OrRecommended shipping via Forward Air to the terminal nearest you (Crated, shipped and insured) Customer is responsible for pick up from terminalDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYWhen Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) Vintage Thonet Tubular Steel Arm Chair","MR7670","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","THONET INDUSTRIES, INC","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Vintage Tubular Steel Base Armchair 

Original vinyl upholstery 
Stainless steel tubular base","http://www.metroretrofurniture.com/images/pictures/dims.jpg","23"" Width 24"" Depth 30"" Height 
Seat Height 17""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage 
Age Appropriate Wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","$100 Forward Air to the terminal location nearest youCustomer is responsible for pick up from terminalQUOTED FOR U.S. ONLY  International Shipping  When Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Mid Century Modern Brown & Saltman Coffee Table","MR7514","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Brown Saltman 
California","http://www.metroretrofurniture.com/images/pictures/designer.jpg","John Keal","http://www.metroretrofurniture.com/images/pictures/descript.jpg","California Modern John Keal Brown And Saltman Table 
Usa 
1950s","http://www.metroretrofurniture.com/images/pictures/dims.jpg","54"" Width x 20"" Depth x 15"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage"
"6ft Vintage Councill Mahogany Credenza File Cabinet","MR7517","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","COUNCILL","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Councill Mahogany Credenza File Cabinet 

Configuration: 
Mahogany wood 
Two regular size drawers 
Three spacious file drawers 
Two cabinet doors with interior shelf 
Ornamental hardware","http://www.metroretrofurniture.com/images/pictures/dims.jpg","72"" Width x 24"" Depth x 30"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent- Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","$175 Forward Air to the terminal location nearest youCustomer is responsible for pick up from terminalQUOTED FOR U.S. ONLY  When Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Mid Century Modern Plycraft Lounge Armchair Restored","MR7056","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Plycraft","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Plycraft Teak Leather Lounge Chair Restored ~Features~Molded Plywood Shell With Teak FinishChocolateTufted Leather Upholstery4 Star Swivel Chrome Base ~ Multiple Chairs Available~","http://www.metroretrofurniture.com/images/pictures/dims.jpg","33"" Width x 32"" Depth x 41"" Height 
Seat Height> 15""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Upholstery> Very Good Original Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg",""
"","MR7011","","null","","null","","null","","null","","null"
"1940s Vintage Italian Side Arm Chair & Ottoman Set","MR7120","http://www.metroretrofurniture.com/images/pictures/descript.jpg","1940s Vintage Italian Side Arm Chair & Ottoman Set","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Chair> 23"" Width x 26.5"" Depth x 34"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via BAX Global to your door","","null"
"(4) Herman Miller Eames Molded Shell Arm Chairs","MR7691","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames

Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.
Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(4) Eames Fiberglass Armchair Set 

1950 Design 
Molded fiberglass-reinforced shell 
Original blue fabric upholstery 
Aluminum legs with white plastic feet 
Tan rubber trim edge 

This ad is for the set of (4) chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width x 25"" Depth x 22"" Height 31.25"" 
Seat Height 17.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage 
there is some wear and fading as shown in the pictures above"
"5ft Wood Credenza File Cabinet iil Herman Miller","MR7652","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","IIL/Herman Miller 
Timeline: 
(1964)John Geiger (International Interiors Limited) > (1986)Geiger International > (1993) Geiger Brickel > (1999) Herman Miller","http://www.metroretrofurniture.com/images/pictures/descript.jpg","5ft Wood Credenza 
International Interiors Limited/Herman Miller 

Wood construction 
Ebonized sides and back 
Bottom is accented with a groove border 
(4) file drawers","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60"" Width X 18.5"" Depth x 27.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent >Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","$200 Forward Air to the terminal location nearest youCustomer is responsible for pick up from terminalQUOTED FOR U.S. ONLY  International Shipping  When Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Industrial Accent Metal Dining Table Base","MR7790","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Industrial Age Dining Table Base 

~Features~ 
Metal composition 
Bolt base","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" Diameter x 29"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear 
Some scratches to top","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","$80 Shipping via Forward Air to the terminal nearest youCustomer is responsible for pick up from terminal  QUOTED FOR U.S. ONLY International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered)  Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Mid Century Plycraft Lounge Armchair & Ottoman Restored","MR7286","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Plycraft","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Mid Century Plycraft Lounge Armchair & Ottoman Restored","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Lounge Chair","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Upholstery> Very Good Original VintageFrame> Excellent RestoredBase> Very Good Original Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you."
"Benjamin Jorj Harris San Francisco Chinatown Watercolor 1940s Cable Car","MR7743","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","21.25"" Length x 25.5"" Height x 1.75"" Width","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good VintageNo Distracting Marks","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Shipping Terms Small ItemsRecommended shipping via DHL (130 girth) or BAX Global to your doorDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteWhen buying from ebay please do not use automatic calculated shipping Large Items (or multiples)Recommended shipping via BAX Global to your doorDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteWhen buying from ebay please do not use automatic calculated shipping Alternate Shipping Large Items (or multiples)Recommended Shipping via Blanket Wrap ShippingThe buyer is responsible for making arrangements directly with the carrier. The carrier determines shipping cost and time.OrRecommended shipping via Forward Air to the terminal nearest you (Crated, shipped and insured) Customer is responsible for pick up from terminalDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYWhen Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(2) Restored Jens Risom Side Arm Chairs","MR7627","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Jens Risom, Inc","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Jens Risom
Jens Risom emigrated from Europe to the U.S. when he was just 23 years of age. Like other Scandinavian designers such as Josef Frank and Kaare Klint, Risom continued to honor tradition in modern design, combining old and new in highly original ways. 
Jens Risom`s career has spanned nearly sixty years. He began his study of design in the Copehagen workshop of Kaare Klint in 1935 and joined Ernst Kuhn`s architectural office in 1938, where he designed furniture and interiors. In 1939, Risom emigrated to the U.S. and in 1941 designed the first chair manufactured by Knoll. Risom described the chair as ""very basic, very simple, inexpensive, easy to make."" The chair was constructed with a birch wood frame and, because of wartime materials constraints, cheap but strong army surplus webbing and has inspired countless imitations. 
Risom continued to create simple, well-crafted modern furniture with Knoll and George Jensen, but established his own design studio, Jens Risom Design, in 1946. The studio was acquired by Dictaphone in 1970 and in 1973, Risom became chief executive of Design Control, a Connecticut based design consultancy. 
In the 1970`s, he acted as a trustee of the Rhode Island School of design. Now in his eighties, Jens Risom continues to be active and his work continues to reflect the Danish approach to modernism, with its emphasis on traditional values and the human need for warmth, beauty and simplicity. Modern American design owes much to his unfailing sense of proportion, commitment to practicality and insight into the forms of modern living.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair of Vintage Side Arm Chairs Set
New upholstery in gray microfiber 
Tufted back detail 
Wood frame and legs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","23"" Width x 22"" Depth 31"" Height 
Seat Height 18""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent condition 
Professionally reupholstered"
"(1) Knoll Saarinen Style Seat Cushion","MR7624","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Artesian","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Knoll Saarinen Style Red Seat Cushion 
Soft fluffy firm cushion upholstered in vibrant red fabric 

This ad does not include the tulip chair; Price per cushion 
Multiple cushions available in vibrant colors; orange, red and yellow","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" Width 17.25"" Depth x 3.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","New 
Showroom sample","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Shipping Terms Small ItemsRecommended shipping via DHL (130 girth) or BAX Global to your doorDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteWhen buying from ebay please do not use automatic calculated shipping Large Items (or multiples)Recommended shipping via BAX Global to your doorDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteWhen buying from ebay please do not use automatic calculated shipping Alternate Shipping Large Items (or multiples)Recommended Shipping via Blanket Wrap ShippingThe buyer is responsible for making arrangements directly with the carrier. The carrier determines shipping cost and time.OrRecommended shipping via Forward Air to the terminal nearest you (Crated, shipped and insured) Customer is responsible for pick up from terminalDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYWhen Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Mid Century Modern Lucite Side End Coffee Table","MR7419","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Mid Century Modern Lucite Side End Coffee Table One solid piece of Lucite between two 2"" thick rounded edge square table top and bottom","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" Width x 18"" Depth x 15.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good- Vintage 
Some scratches to the underside of the base as noted in last picture","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL or BAX Global to your doorWhen buying from ebay please do not use automatic calculated shipping Destination, Quantity, Dimensions and Weight of your Purchase Determine Price Quote
QUOTED FOR U.S. ONLY","","null"
"6ft Vintage Exotic Wood Credenza File Cabinet","MR7831","http://www.metroretrofurniture.com/images/pictures/descript.jpg","6ft Vintage Exotic Wood Credenza File Cabinet 

Wood construction 
Six file drawers 
Chrome handle pulls","http://www.metroretrofurniture.com/images/pictures/dims.jpg","75"" Width x 20"" Depth x 29.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent- Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","$200 Forward Air to the terminal location nearest youCustomer is responsible for pick up from terminalQUOTED FOR U.S. ONLY  International Shipping  When Ordering Out Of U.S. Please Give Us 3 to 5 Days on Shipping Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
