product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"(2) Vintage Split Bamboo Two Tier End Side Tables - SOLD","MR10621","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair of Vintage Split Bamboo Two Tier Side End Tables on Casters","http://www.metroretrofurniture.com/images/pictures/dims.jpg","20"" width x 28"" depth x 23"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Danish Walnut Bentwood Side Table Stool","MR10272","http://www.metroretrofurniture.com/images/pictures/descript.jpg","DANISH BENTWOOD 3-LEGGED SIDE TABLE STOOL 
Manner of Aalto 
Walnut construction with laminated top. 
Base consists of 3 bentwood legs. 
Marked underneath the top.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","17"" Diameter X 17.75 Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear 
Small crack in the top (photographed) 
not visible","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"62"" Vintage Teak Danish Extension Dining Table","MR10831","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Danish Extension Dining Table 
Teak construction","http://www.metroretrofurniture.com/images/pictures/dims.jpg","44"" width - extends to 62"" x 44"" depth x 29"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent >refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Vintage Nicoletti Italia Sofa Couch","MR10515","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Mid Century Modern Fully Upholstered Sofa Couch by Nicoletti Italia

1980s or 1990s. Wood construction frame 
Fully upholstered in original oatmeal fabric. Nicoletti Italia maintains a gallery at the New York Design Center (NYDC) at 200 Lexington Avenue in Manhattan.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","87"" width x 37"" depth x 28.5"" height 
seat height 15.5"" 
arm height 26.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","upholstery >poor (Original fabric with some stains and wear) 
Reupholstering recommended 
Reupholstering available for additional cost, please inquire about prices.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"COMING SOON Designer Furniture from the ""HOTEL CRILLON"" Seating Tables Accessories & Much More!!! ~ If you are outfitting a small Boutique Hotel","MR10564","","null","","null","","null","","~Please Inquire~","","null"
"(2) Vintage Lane Walnut Side End Tables","MR10762","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Lane","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair of Vintage Lane Walnut Side End Tables
Wood construction 

Matching coffee table available 
sold separately","http://www.metroretrofurniture.com/images/pictures/dims.jpg","29"" width x 20"" depth x 20"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good condition 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"78"" Osvaldo Borsani Dining Table for Stow Davis","MR10982","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Stow Davis","http://www.metroretrofurniture.com/images/pictures/designer.jpg","","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Height: 28 in. 
Depth: 48 in. 
Width/length: 78""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Vintage good 
Age appropriate wear"
"10 Piece Milo Baughman Thayer Coggin Sectional Sofa PRICE REDUCED 30%","MR10538","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Thayer Coggin","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Milo Baughman","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(10) pieces total 
(4) pieces are corner sections 
(4) pieces are armless sections 
(2) pieces are ottomans 

All chrome backs can be removed 
Only 9 chrome backs available","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Single armless section (total of 6) 
32"" width x 33"" depth x 29.5"" height 
seat height 16"" 
Corner section (total of 4) 
33"" width x 33"" depth x 29.5"" height 
seat height 16""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Reupholstering Recommended (fabric faded) 
Reupholstery available in Clients Own Material for an additional $900"
"Vintage Thonet Children Plywood (4) Chairs & Table","MR10344","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Thonet","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Early Thonet Children Plywood Chairs & Table 
Early 1950
Optical texture laminate table top 
Bentwood birch plywood construction with purple seat and back","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Chairs: 12"" Width x 16"" Depth x 26.5"" Height 
Seat height 15""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage, visible wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options    Get a shipping quoteTSC Moving offers blanket wrap delivery inside your home at affordable prices. Enter your zip code and our item information will be pre-filled for you.     Zip Code:
 Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Early Version Eames Herman Miller Lounge Chair Ottoman  670 & 671 Rosewood Leather","MR10115","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames

Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.
Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Early Eames For Herman Miller Lounge Chair And Ottoman
The Eames Lounge Chair is one of the most widely recognized and imitated furniture designs ever created! Eames wanted to build a simple and practical lounge chair with ""the warm receptive look of a well used first baseman`s mitt."" Well...he created a timeless classic. Considered one of the most significant and widely recognized furniture designs of the 20th century, the Eames lounge chair and ottoman set an enduring standard for comfort and elegance. The rich veneer and supple leather suggest old-fashioned luxury translated into modern forms. This treasured collector`s item would make a wonderful accent to any home or office.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Lounge Chair 33"" Width x 32"" Depth x 33"" Height 
Seat Height> 16"" 
Ottoman 26"" Width x 20"" Depth x 16"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Leather and rosewood have been restored."
"(2) Vintage Bernhardt Lounge Arm Chairs on Casters","MR10222","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Bernhardt 
John Bernhardt in 1889 organized a company to manufacture furniture out of the native white oak. Bernhardt`s vision ultimately led him to connect with distributors and merchants in large cities such as Chicago and New York City in order to supply sturdy oak bedroom furniture to people who lived as far away as the Rocky Mountains. This eager North Carolina entrepreneur began making an impression on the urban businessmen who would ultimately come to know his reliability and integrity.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair of Vintage Lounge Chair by Bernhardt 
Wooden frame upholstered by a textured multicolor (red) fabric 
Detachable cushions 
Chairs has casters 
Excellent addition to any executive, commercial or residential space as a set or single piece.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","33.5"" Width x 35"" Depth x 29"" Height 
Seat height 16"" 
Arm height 21.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear.
Visible wear on fabric.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Contemporary Desk by IKEA","MR10842","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","IKEA","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Contemporary desk from IKEA. 

Features a white laminate top, casters, and a console station.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60""w x 32""d x 28""h","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"15 Ft Herman Miller Eames Wood Oak Conference Table","MR10977","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles & Ray Eames","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","15 Ft x 28.5 x 53.5","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good condition 
Age Appropriate wear"
"(3) Vintage Dorothy Schindele Rare Dining Chairs","MR10850","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Modern Color, Inc. 
Los Angeles","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Dorothy Schindele","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Set of 3 Dorothy Schindele Armless Side Chairs 
Dorothy Schindele for Modern Color, Inc., Los Angeles,","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" width x 20.5"" depth x 29.5"" height 
seat height 18.5","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent >Fully Restored 
New fabric and foam 
Restored bases"
"30"" Mid Century Polished Aluminum Arbatove Coffee Table","MR10527","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Arbatove","http://www.metroretrofurniture.com/images/pictures/descript.jpg","30"" Mid Century Modern Polished Aluminum Walnut Coffee Table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","30"" length x 20"" width x 20.5"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good. Minor scratch shown in 5th image","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options    Get a shipping quoteTSC Moving offers blanket wrap delivery inside your home at affordable prices. Enter your zip code and our item information will be pre-filled for you.     Zip Code:
 Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"8ft Florence Knoll Oval Oak Table Desk with Bronze Base","MR10676","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Florence Knoll","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Florence Knoll

Trained as an architect, Florence Knoll`s own pieces for Knoll are simple, architectural designs that stand the test of time. Her lounge seating, sofas, tables, and storage adapt flawlessly to any environment, with their clean, linear design and incredibly durable, high-quality construction. These pieces are built to last a lifetime - or several lifetimes. Not flashy pieces at all, Knoll said that her own work ""filled in the gaps"" for star pieces by Bertoia and Saarinen, but today we know that they stand in a class all by themselves.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","8ft. Knoll oval oak top table with bronze pedestal base.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","96""long x 54""wide x 29""high","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good vintage"
"(3) Bernhardt Guest Arm Chairs Mahogany Tapered Legs","MR10323","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Bernhardt","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Set of (3) Guest Arm Chairs 
Blue fabric upholstery 
Mahogany wood tapered legs 

Very attractive matching granite and wood coffee table available 
(sold separately)","http://www.metroretrofurniture.com/images/pictures/dims.jpg","25.75"" width x 30"" depth x 32.75"" height 
seat height 19"" 
arm height 24.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"(2) SIGNED Jay Spectre Eclipse Nightstands PRICE REDUCED","MR10730","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Century Furniture","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Jay Spectre 

Jay Spectre`s design career began when he joined the staff of Hubbuch, a store in his hometown of Louisville, KY. In 1968, he moved to New York to form his own design firm and has since received much recognition for his work. Spectre is the only designer represented in the permanent collection of the New York State Museum. He was named one of the top eight Designers of America by the Smithsonian Institution as part of their ""Giants of Design 1979"" exhibition. The Chicago Merchandise Mart awarded him the Residential Design Excellence Award in 1982 and their Dean of Design award in 1983. 

Jay Spectre`s work has been published in Interior Design, Architectural Digest and Abitare. The Jay Spectre Collection--a sixty-piece collection of furniture utilizing glass, wood and metals--was designed for the Century Furniture Company and was unveiled as part of Bloomingdale`s centennial celebration. Projects include a print collection for American Textiles, the design of tabletop items for Sasaki and a line of lamps for George W. Hansen, Inc. 

Content derived from www.interiordesign.net","http://www.metroretrofurniture.com/images/pictures/descript.jpg","SIGNED Jay Spectre pair of Eclipse cerused oak nightstands with 2 drawers and glass tops.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Diameter: 22"" 
Height: 19.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent vintage"
